•ÈÀCategory,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
a,American History Books,Nineteenth Century and Civil War,Race and Real Estate,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Free Labor,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Fifty Years in Chains,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Henry George and the Crisis of Inequality,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Seeing the Elephant,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Freedom: A Documentary History of Emancipation, 1861-1867",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Green and the Gray,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Making Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Harriet, the Moses of Her People",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Kennesaw Mountain,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Remembering the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Field Armies and Fortifications in the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Freedom: A Documentary History of Emancipation, 1861-1867",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,At Home in Nineteenth-Century America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Princetonians, 1791-1794",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Italian Immigrant Radical Culture,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Global Dimensions of Irish Identity,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,German Culture in Nineteenth-Century America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Private Acts in Public Places,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Stolen Childhood, Second Edition",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gettysburg Heroes,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Extraordinary Circumstances,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Myth of the Lost Cause and Civil War History,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Darkest Dawn,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,That the Blood Stay Pure,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,McClellan's War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Cold Harbor to the Crater,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The World the Civil War Made,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Real Native Genius,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Sugar and Civilization,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Defeating Lee,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Kodiak Kreol,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,To Read My Heart,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A History of the Book in America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Intimate Reconstructions,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln's Final Hours,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Christian Imperialism,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Emergence of Jewish Scholarship in America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Eighty-Eight Years,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Empty Sleeves,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Reconstructing Democracy,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,America's Corporal,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lens of War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Thomas Nast,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Blue, the Gray, and the Green",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Tales from the Haunted South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Strangers Below,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Sacred Interests,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Woman's Wartime Journal,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Selection of Modernized Recipes from Food in the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Privateers of the Americas,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Slavery and Freedom in Savannah,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Radical Pacifists in Antebellum America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Rise of American Naval Power,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Hog Meat and Hoecake,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,No Better Place to Die,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"James K. Polk, Volume II",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Slavery and Methodism,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"James K. Polk, Vol 1. Jacksonian",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Ku-Klux,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Happiness Is Not My Companion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,America's Political Dynasties,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,This Terrible Sound,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Shipwreck of Their Hopes,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Excommunicated from the Union,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Kentucky Illustrated,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Finding Charity's Folk,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Filth of Progress,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Free State of Jones, Movie Edition",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Driven by Fear,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Big Bone Lick,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gender and the Jubilee,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Herndon on Lincoln,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Women, Work, and Worship in Lincoln's Country",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Place Called Appomattox,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Bonds of Union,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Long Past Slavery,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Reconstruction's Ragged Edge,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Nathaniel Bowditch and the Power of Numbers,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln and the Politics of Slavery,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Virgin Vote,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Educational Reconstruction,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Sacred Mirror,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Farmers in Rebellion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Stephen Douglas,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Eastern Establishment and the Western Experience,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln before Lincoln,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Notorious John Morrissey,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,My Brother Slaves,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Your Friend Forever, A. Lincoln",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gathering Together,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Business of Slavery and the Rise of American Capitalism, 1815–1860",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Robert Morris's Folly,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Engines of Diplomacy,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Northern Character,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Soul of Pleasure,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,America's First Adventure in China,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Too Great a Burden to Bear,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civil War on the Mississippi,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Saga of the New South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Abraham Lincoln and White America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Democratic Beginnings,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Bleeding Kansas, Bleeding Missouri",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Abraham Lincoln and Liberal Democracy,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Invisible Irish,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Redeeming the Great Emancipator,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Border Law,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Aiming for Pensacola,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,On the Battlefield of Merit,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Fight for Interracial Marriage Rights in Antebellum Massachusetts,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Black Newspaper and the Chosen Nation,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Imagining Tombstone,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Psychic Hold of Slavery,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Indians, Alcohol, and the Roads to Taos and Santa Fe",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,We Ask Only for Even-Handed Justice,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Writing the Gettysburg Address,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The One-Party Presidential Contest,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Road to Chinese Exclusion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln and the Border States,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The People's Martyr,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Republic of Taste,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Massachusetts and the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Indians Illustrated,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Free Spirits,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Santa Fe Trail,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Transcribing Class and Gender,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Secular Morality and International Security,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Politics, Faith, and the Making of American Judaism",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Acts of Conspicuous Compassion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Ambition, Competition, and Electoral Reform",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Spectacles of Reform,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Murdering the President,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Life of Ten Bears,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Industry and the Creative Mind,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Rivers of Sand,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Coming of Age in Chicago,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Dust Rose Like Smoke,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civil War and Reconstruction in Indian Territory,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Winnie Davis,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Amiable Scoundrel,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Missouri River Journals of John James Audubon,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Tenderfoot in Colorado,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Remarkable Curiosity,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Ores to Metals,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Scientific Way of War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Civil War Washington,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Spring 1865,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Battle of Petersburg, June 15-18, 1864",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Southern Exodus to Mexico,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Busy in the Cause,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Law Unto Herself,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Music Along the Rapidan,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,When Baseball Went White,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Black Elk Speaks,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Fort Marion Prisoners and the Trauma of Native Education,,0.5,b,,,,0.5
